sort,coral_id,site,type,code,family,genus,species,cafi_size_mm,measurement,alt_size_mm,alt_measurement,cafi_weight,extraction_method,known_unknown,predicted_family,photo_num,revised_yn,revision_date,identified_by,revised_by,previous_name,AP_list_num,notes
2667,HAU-POC34,,snail,clear_long_snail,,,,9,shell_length,,,,clove,unknown,,Unknown Snail 83,,,,,,,
2668,HAU-POC34,,snail,rainbow_shell_snail,,,,5,shell_length,,,,clove,unknown,,Unknown Snail 84,,,,,,,
2669,HAU-POC34,,crab,purple_crab,,,,4,carapace_width,,,,clove,unknown,,Unknown Crab 163,,,,,,,
2670,HAU-POC34,,crab,camo_red_crab,,,,3,carapace_width,,,,clove,unknown,,Unknown Crab 164,,,,,,,
2671,HAU-POC34,,shrimp,ALLO,alpheidae,alpheus,lottini,7,rostrum_to_tail,,,,clove,known,,,,,,,,,
2672,HAU-POC34,,shrimp,ALLO,alpheidae,alpheus,lottini,6,rostrum_to_tail,,,,clove,known,,,,,,,,,
2673,HAU-POC34,,worm,leopard_fireworm,,,,7,total_length,,,,clove,unknown,,Unknown Worm 60,,,,,,,
2674,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 31,,,,,,,
2675,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 32,,,,,,,
2676,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 33,,,,,,,
2677,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 34,,,,,,,
2678,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 35,,,,,,,
2679,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 36,,,,,,,
2680,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 37,,,,,,,
2681,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 38,,,,,,,
2682,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 39,,,,,,,
2683,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 40,,,,,,,
2684,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 41,,,,,,,
2685,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 42,,,,,,,
2686,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 43,,,,,,,
2687,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 44,,,,,,,
2688,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 45,,,,,,,
2689,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 46,,,,,,,
2690,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 47,,,,,,,
2691,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 48,,,,,,,
2692,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 49,,,,,,,
2693,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 50,,,,,,,
2694,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 51,,,,,,,
2695,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 52,,,,,,,
2696,HAU-POC34,,amphipod,red_eye_yellow_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 52,,,,,,,
2697,HAU-POC34,,amphipod,leopard_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 53,,,,,,,
2698,HAU-POC34,,echinoderm,OPSA,,,,3,disc_width,8,arm_length,,clove,known,,Unknown Brittle Star 56,y,31-Oct,AP,ZSP,snakeskin_brittle_star,650,
2699,HAU-POC34,,shrimp,ALPC,,,,9,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 768,y,31-Oct,AP,ZSP,possible_ALDO,651,
2700,HAU-POC34,,hermit,possible_CANI,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 57,,,,,,,
2701,HAU-POC34,,worm,jagged_worm,,,,6,total_length,,,,smash,unknown,,Unknown Worm 61,,,,,,,
2702,HAU-POC34,,amphipod,clear_crazy_eye_amphipod,,,,4,rostrum_to_tail,,,,smash,unknown,,Unknown Amphipod 54,,,,,,,
2703,HAU-POC34,,amphipod,clear_crazy_eye_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 55,,,,,,,
2704,HAU-POC35,,worm,white_spike_worm,,,,82,total_length,,,,clove,unknown,,Unknown Worm 62,,,,,,,
2705,HAU-POC35,,worm,leopard_fireworm,,,,12,total_length,,,,clove,unknown,,Unknown Worm 63,,,,,,,
2706,HAU-POC35,,worm,leopard_fireworm,,,,13,total_length,,,,clove,unknown,,Unknown Worm 64,,,,,,,
2707,HAU-POC35,,worm,egg_worm,,,,11,total_length,,,,clove,unknown,,Unknown Worm 65,,,,,,,
2708,HAU-POC35,,worm,scaly_worm,,,,16,total_length,,,,clove,unknown,,Unknown Worm 66,,,,,,,
2709,HAU-POC35,,worm,smol_spike_worm,,,,8,total_length,,,,clove,unknown,,Unknown Worm 67,,,,,,,
2710,HAU-POC35,,snail,rainbow_shell_snail,,,,5,shell_length,,,,clove,unknown,,Unknown Snail 85,,,,,,,
2711,HAU-POC35,,shrimp,possible_SYCH,,,,17,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 769,,,,,,,gravid
2712,HAU-POC35,,shrimp,possible_SYCH,,,,14,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 770,,,,,,,
2713,HAU-POC35,,shrimp,ALCO,,,,15,rostrum_to_tail,,,,clove,known,,,,,,,,,
2714,HAU-POC35,,shrimp,ARIN,,,,6,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 771,y,31-Oct,AP,ZSP,striped_alph,653,
2715,HAU-POC35,,shrimp,ARIN,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 772,y,31-Oct,AP,ZSP,striped_alph,654,
2716,HAU-POC35,,clear_shrimp,HASP,,,,14,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2717,HAU-POC35,,clear_shrimp,HASP,,,,13,rostrum_to_tail,,,,clove,known,,,,,,,,,
2718,HAU-POC35,,clear_shrimp,red_harpiliopsis,,,,10,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 773,,,,,,,
2719,HAU-POC35,,clear_shrimp,red_harpiliopsis,,,,12,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 774,,,,,,,
2720,HAU-POC35,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 775-780,y,31-Oct,AP,ZSP,thicc_harp,655,gravid
2721,HAU-POC35,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 775-780,y,31-Oct,AP,ZSP,thicc_harp,656,gravid
2722,HAU-POC35,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 775-780,y,31-Oct,AP,ZSP,thicc_harp,657,gravid
2723,HAU-POC35,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 775-780,y,31-Oct,AP,ZSP,thicc_harp,658,gravid
2724,HAU-POC35,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 775-780,y,31-Oct,AP,ZSP,thicc_harp,659,gravid
2725,HAU-POC35,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 775-780,y,31-Oct,AP,ZSP,thicc_harp,660,gravid
2726,HAU-POC35,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 781-784,y,31-Oct,AP,ZSP,thicc_harp,661,
2727,HAU-POC35,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 781-784,y,31-Oct,AP,ZSP,thicc_harp,662,
2728,HAU-POC35,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 781-784,y,31-Oct,AP,ZSP,thicc_harp,663,
2729,HAU-POC35,,clear_shrimp,FECH,,,,6,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 781-784,y,31-Oct,AP,ZSP,thicc_harp,664,
2730,HAU-POC35,,shrimp,ATDJ,alpheidae,athanas,djiboutensis,7,rostrum_to_tail,,,,clove,known,,,,,,,,,
2731,HAU-POC35,,crab,TRAR,,,,3,carapace_width,,,,clove,known,,Unknown Crab 165,y,31-Oct,AP,ZSP,possible_TRAE_juvi,652,
2732,HAU-POC35,,amphipod,red_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 56-63,,,,,,,
2733,HAU-POC35,,amphipod,red_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 56-63,,,,,,,
2734,HAU-POC35,,amphipod,red_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 56-63,,,,,,,
2735,HAU-POC35,,amphipod,red_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 56-63,,,,,,,
2736,HAU-POC35,,amphipod,red_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 56-63,,,,,,,
2737,HAU-POC35,,amphipod,red_eye_amphipod,,,,3,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 56-63,,,,,,,
2738,HAU-POC35,,amphipod,red_eye_amphipod,,,,3,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 56-63,,,,,,,
2739,HAU-POC35,,amphipod,red_eye_amphipod,,,,2,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 56-63,,,,,,,
2740,HAU-POC35,,amphipod,checkered_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 64-69,,,,,,,
2741,HAU-POC35,,amphipod,checkered_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 64-69,,,,,,,
2742,HAU-POC35,,amphipod,checkered_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 64-69,,,,,,,
2743,HAU-POC35,,amphipod,checkered_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 64-69,,,,,,,
2744,HAU-POC35,,amphipod,checkered_eye_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 64-69,,,,,,,
2745,HAU-POC35,,amphipod,checkered_eye_amphipod,,,,4,rostrum_to_tail,,,,clove,unknown,,Unknown Anthropod 64-69,,,,,,,
2746,HAU-POC35,,worm,white_spike_worm,,,,18,total_length,,,,clove,unknown,,Unknown Worm 68,,,,,,,
2747,HAU-POC35,,worm,puppet_worm,,,,11,total_length,,,,clove,unknown,,Unknown Worm 69,,,,,,,
2748,HAU-POC35,,shrimp,elephant_shrimp,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 785,,,,,,,
2749,HAU-POC24,,worm,rainbow_big_worm,,,,31,total_length,,,,clove,unknown,,Unknown Worm 37,,,,,,,
2750,HAU-POC24,,worm,leopard_fireworm,,,,19,total_length,,,,clove,unknown,,Unknown Worm 38,,,,,,,
2751,HAU-POC24,,fish,light_goby,,,,17,total_length,15,standard_length,,clove,unknown,possibly PAMO,Unknown Fish 18,,,,,,,
2752,HAU-POC24,,echinoderm,OPSE,,,,2,disc_width,7,arm_length,,clove,known,,Unknown Brittle Star 44,y,31-Oct,AP,ZSP,snakeskin_brittle_star,617,
2753,HAU-POC24,,echinoderm,OPSE,,,,3,disc_width,9,arm_length,,clove,known,,Unknown Brittle Star 45,y,31-Oct,AP,ZSP,snakeskin_brittle_star,618,
2754,HAU-POC24,,echinoderm,OPSE,,,,2,disc_width,8,arm_length,,clove,known,,Unknown Brittle Star 46,y,31-Oct,AP,ZSP,snakeskin_brittle_star,619,
2755,HAU-POC24,,echinoderm,orangecicle_brittle,,,,3,disc_width,3,arm_length,,clove,unknown,,Unknown Brittle Star 47,,,,,,,
2756,HAU-POC24,,shrimp,ALDI,,,,15,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 731,y,31-Oct,AP,ZSP,possible_ALDO,620,
2757,HAU-POC24,,crab,tiki_crab,,,,12,carapace_width,,,,clove,unknown,,Unknown Crab 144,,,,,,,
2758,HAU-POC24,,crab,black_galaxy_crab,,,,6,carapace_width,,,,clove,unknown,,Unknown Crab 145,,,,,,,
2759,HAU-POC24,,crab,TRSE,trapeziidae,trapezia,serenei,4,carapace_width,,,,clove,known,,,,,,,,,
2760,HAU-POC24,,crab,TRSE,trapeziidae,trapezia,serenei,3,carapace_width,,,,clove,known,,,,,,,,,
2761,HAU-POC25,,crab,TRSE,trapeziidae,trapezia,serenei,13,carapace_width,,,,clove,known,,,,,,,,,"Unretained, too deep in coral"
2762,HAU-POC25,,crab,TRSE,trapeziidae,trapezia,serenei,17,carapace_width,,,,clove,known,,,,,,,,,"Unretained, too deep in coral"
2763,HAU-POC25,,snail,LIMP,,,,18,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,"Unretained, too deep in coral"
2764,HAU-POC25,,snail,LIMP,,,,20,shell_length,,,,clove,known,quoyula madreporum,,,,,,,,"Unretained, too deep in coral"
2765,HAU-POC25,,shrimp,possible_SYCH,,,,18,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 720,,,,,,,gravid
2766,HAU-POC25,,shrimp,possible_SYCH,,,,13,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 721,,,,,,,
2767,HAU-POC25,,shrimp,ALAE,,,,8,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 722,y,31-Oct,AP,ZSP,possible_ATDJ,623,
2768,HAU-POC25,,shrimp,ALAE,,,,10,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 723,y,31-Oct,AP,ZSP,possible_ATDJ,624,
2769,HAU-POC25,,shrimp,hairy_goliath_shrimp,,,,15,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 724,,,,,,,
2770,HAU-POC25,,clear_shrimp,HASP,,,,19,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 725,y,31-Oct,AP,ZSP,possible_HASP,625,gravid
2771,HAU-POC25,,clear_shrimp,HASP,,,,17,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 726,y,31-Oct,AP,ZSP,possible_HASP,626,
2772,HAU-POC25,,clear_shrimp,long_skinny_claw_shrimp,,,,8,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 727,,,,,,,
2773,HAU-POC25,,clear_shrimp,HASP,,,,9,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 728,y,31-Oct,AP,ZSP,possible_HASP,627,
2774,HAU-POC25,,crab,TRTI,trapeziidae,trapezia,tigrina,3,carapace_width,,,,clove,known,,Unknown Crab 142,y,31-Oct,AP,ZSP,TRTI,621,
2775,HAU-POC25,,crab,TRSE,,,,3,carapace_width,,,,clove,known,,Unknown Crab 143,y,31-Oct,AP,ZSP,TRAE,622,no old name in identified list
2776,HAU-POC22,,clear_shrimp,HADE,,,,18,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 729,y,31-Oct,AP,ZSP,possible_HADE,614,gravid
2777,HAU-POC22,,clear_shrimp,HADE,,,,16,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 730,y,31-Oct,AP,ZSP,possible_HADE,615,
2778,HAU-POC22,,crab,TRSE,trapeziidae,trapezia,serenei,3,carapace_width,,,,clove,known,,,,,,,,,
2779,HAU-POC22,,echinoderm,OPSA,,,,3,disc_width,,arm_length,,clove,known,,Unknown Brittle Star 42,y,31-Oct,AP,ZSP,green_brittle,613,
2780,HAU-POC22,,shrimp,ALLO,alpheidae,alpheus,lottini,7,rostrum_to_tail,,,,clove,known,,,,,,,,,
2781,HAU-POC23,,echinoderm,OPSC,,,,4,disc_width,,arm_length,,clove,known,,Unknown Brittle Star 43,y,31-Oct,AP,ZSP,orange_black_brittle,616,
2782,HAU-POC26,,crab,TRBI,trapeziidae,trapezia,bidentata,4,carapace_width,,,,clove,known,,,,,,,,,
2783,HAU-POC26,,shrimp,possible_SYCH,,,,7,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 732,,,,,,,
2784,HAU-POC26,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,12,rostrum_to_tail,,,,clove,known,,,,,,,,,
2785,HAU-POC26,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,12,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2786,HAU-POC26,,clear_shrimp,big_claw_clear_shrimp,,,,9,rostrum_to_tail,,,,smash,unknown,,Unknown Shrimp 733,,,,,,,
2787,HAU-POC26,,shrimp,possible_SYCH,,,,7,rostrum_to_tail,,,,smash,unknown,,Unknown Shrimp 734,,,,,,,juvenile
2788,HAU-POC27,,fish,chubby_goby,,,,28,total_length,22,standard_length,,clove,unknown,,Unknown Fish 19,,,,,,,disgusting creature
2789,HAU-POC27,,fish,leopard_scorpion_fish,,,,27,total_length,21,standard_length,,clove,unknown,,Unknown Fish 20,,,,,,,
2790,HAU-POC27,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,16,rostrum_to_tail,,,,clove,known,,,,,,,,,
2791,HAU-POC27,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,17,rostrum_to_tail,,,,clove,known,,,,,,,,,
2792,HAU-POC27,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,15,rostrum_to_tail,,,,clove,known,,,,,,,,,
2793,HAU-POC27,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,17,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2794,HAU-POC27,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,20,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2795,HAU-POC27,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,18,rostrum_to_tail,,,,clove,known,,,,,,,,,
2796,HAU-POC27,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,19,rostrum_to_tail,,,,clove,known,,,,,,,,,gravid
2797,HAU-POC27,,shrimp,ALGR,,,,26,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 735,y,31-Oct,AP,ZSP,six_eye_alph,629,gravid
2798,HAU-POC27,,shrimp,ALGR,,,,27,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 736,y,31-Oct,AP,ZSP,six_eye_alph,630,
2799,HAU-POC27,,crab,XALA,,,,4,carapace_width,,,,clove,known,,Unknown Crab 147,y,31-Oct,AP,ZSP,blue_dot_crab,628,
2800,HAU-POC27,,crab,chlot_spp,,,,5,carapace_width,,,,clove,unknown,,Unknown Crab 146,,,,,,,"might be known, check Gustav guide"
2801,HAU-POC27,,snail,turban_snail_smol,,,,9,shell_length,,,,clove,unknown,,Unknown Snail 62,,,,,,,
2802,HAU-POC27,,amphipod,crazy_eye_amphipod,,,,8,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 23,,,,,,,claws
2803,HAU-POC27,,crab,frog_crab_spot,,,,3,carapace_width,,,,smash,unknown,,Unknown Crab 148,,,,,,,
2804,HAU-POC28,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,8,rostrum_to_tail,,,,clove,known,,,,,,,,,
2805,HAU-POC29,,clear_shrimp,HASP,,,,11,rostrum_to_tail,,,,clove,known,,,,,,,,,
2806,HAU-POC29,,clear_shrimp,long_skinny_claw_shrimp,,,,11,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 737,,,,,,,gravid
2807,HAU-POC29,,shrimp,ALGR,,,,23,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 738,y,31-Oct,AP,ZSP,six_eye_shrimp,632,
2808,HAU-POC29,,shrimp,ALGR,,,,28,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 739,y,31-Oct,AP,ZSP,six_eye_shrimp,633,gravid
2809,HAU-POC29,,shrimp,ALDI,,,,15,rostrum_to_tail,,,,clove,known,,,,,,,,,
2810,HAU-POC29,,shrimp,possible_SYCH,,,,16,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 740,,,,,,,gravid
2811,HAU-POC29,,shrimp,possible_SYCH,,,,14,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 741,,,,,,,
2812,HAU-POC29,,shrimp,ALPR,,,,12,rostrum_to_tail,,,,clove,known,Alpheus pour virostris,,,,,,,,
2813,HAU-POC29,,crab,LIBE,,,,8,carapace_width,,,,clove,known,Liomera bella,,,,,,,,
2814,HAU-POC29,,crab,PIPU,,,,5,carapace_width,,,,clove,known,pors Pilodius pugil juvenile?,Unknown Crab 149,y,31-Oct,AP,ZSP,possible_PIPU,631,
2815,HAU-POC29,,crab,pizza_crab,,,,10,carapace_width,,,,clove,unknown,,Unknown Crab 150,,,,,,,
2816,HAU-POC29,,shrimp,green_mantis_shrimp,,,,27,,,,,clove,unknown,,Unknown Mantis 3,,,,,,,
2817,HAU-POC36,,crab,PIPU,,,,8,carapace_width,,,,clove,known,,Unknown Crab 166,y,31-Oct,AP,ZSP,purple_spikey_boi_crab,665,think we know… gravid
2818,HAU-POC36,,crab,TRSE,,,,1,carapace_width,,,,clove,unknown,,N/A,,,,,,,unretained; deep in coral base; TRSE chosen as most likely
2819,HAU-POC36,,worm,fuzzy_leopard_worm,,,,10,total_length,,,,clove,unknown,,Unknown Worm 70,,,,,,,
2820,HAU-POC36,,snail,zebra_snail,,,,7,shell_length,,,,clove,unknown,,Unknown Snail 86,,,,,,,think this is known
2821,HAU-POC36,,amphipod,red_eye_amphipod,,,,3,rostrum_to_tail,,,,clove,unknown,,"Unknown Amphipod 70, 71",,,,,,,
2822,HAU-POC36,,amphipod,red_eye_amphipod,,,,6,rostrum_to_tail,,,,clove,unknown,,"Unknown Amphipod 70, 71",,,,,,,
2823,HAU-POC36,,amphipod,checkered_eye_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 72,,,,,,,
2824,HAU-POC36,,amphipod,clear_spot_amphipod,,,,7,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 73,,,,,,,
2825,HAU-POC36,,fish,leopard_head_goby,,,,8,total_length,6,standard_length,,clove,unknown,,Unknown Fish 22,,,,,,,
2826,HAU-POC36,,shrimp,clear_w_orange_T_shrimp,,,,13,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 786,,,,,,,gravid
2827,HAU-POC36,,shrimp,ATDJ,alpheidae,athanas,djiboutensis,8,rostrum_to_tail,,,,clove,known,,,,,,,,,
2828,HAU-POC37,,shrimp,ALLO,alpheidae,alpheus,lottini,7,rostrum_to_tail,,,,clove,known,,,,,,,,,
2829,HAU-POC37,,fish,lemon_goby,,,,18,total_length,15,standard_length,,clove,unknown,,Unknown Fish 23,,,,,,,possible grown  leopard head
2830,HAU-POC37,,fish,lemon_goby,,,,19,total_length,16,standard_length,,clove,unknown,,UnKnown Fish 24,,,,,,,possible grown  leopard head
2831,HAU-POC37,,fish,leopard_head_goby,,,,12,total_length,11,standard_length,,clove,unknown,,Unknown Fish 25,,,,,,,
2832,HAU-POC37,,fish,leopard_head_goby,,,,9,total_length,7,standard_length,,clove,unknown,,Unknown Fish 26,,,,,,,
2833,HAU-POC37,,fish,leopard_head_goby,,,,7,total_length,5,standard_length,,clove,unknown,,Unknown Fish 27,,,,,,,mangled
2834,HAU-POC37,,fish,blue_red_goby,,,,14,total_length,12,standard_length,,clove,unknown,,Unknown Fish 28,,,,,,,mangled
2835,HAU-POC37,,worm,egg_worm,,,,9,total_length,,standard_length,,clove,unknown,,Unknown Worm 71,,,,,,,
2836,HAU-POC37,,clear_shrimp,skinny_harpiliopsis,,,,8,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 787,,,,,,,
2837,HAU-POC37,,shrimp,possible_SYCH,,,,12,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 788,,,,,,,
2838,HAU-POC37,,shrimp,possible_SYCH,,,,14,rostrum_to_tail,,,,clove,unknown,,Unknown Shrimp 789,,,,,,,gravid
2839,HAU-POC38,,worm,leopard_fireworm,,,,12,total_length,,,,clove,unknown,,Unknown Worm 72,,,,,,,
2840,HAU-POC38,,amphipod,clear_spot_amphipod,,,,5,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 74,,,,,,,
2841,HAU-POC38,,amphipod,clear_spot_amphipod,,,,7,rostrum_to_tail,,,,clove,unknown,,Unknown Amphipod 75,,,,,,,
2842,HAU-POC38,,shrimp,ATDJ,alpheidae,athanas,djiboutensis,9,rostrum_to_tail,,,,clove,known,,,,,,,,,
2843,HAU-POC38,,clear_shrimp,HADE,palaemonidae,harpiliopsis,depressa,10,rostrum_to_tail,,,,clove,known,,,,,,,,,
2844,HAU-POC38,,hermit,clear_orange_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 58,,,,,,,
2845,HAU-POC38,,hermit,clear_orange_hermit,,,,1,carapace_length,,,,clove,unknown,,Unknown Hermit 59,,,,,,,
2846,HAU-POC38,,snail,turquoise_spire_snail,,,,5,shell_length,,,,clove,unknown,,Unknown Snail 87,,,,,,,
2847,HAU-POC38,,snail,turquoise_spire_snail,,,,3,shell_length,,,,clove,unknown,,Unknown Snail 88,,,,,,,
2848,HAU-POC38,,snail,red_wavy_snail,,,,3,shell_length,,,,clove,unknown,,Unknown Snail 89,,,,,,,
2849,HAU-POC38,,snail,red_spiral_snail,,,,2,shell_length,,,,clove,unknown,,Unknown Snail 90,,,,,,,
2850,HAU-POC38,,echinoderm,OPCI,,,,2,disc_width,7,arm_length,,clove,known,,Unknown Brittle Star 57,y,31-Oct,AP,ZSP,flowering_brittle,666,
2851,MAT-POC22,,clear_shrimp,HASP,,,,18,rostrum_to_tail,,,,clove,known,,gravid,,,,,,,
2852,MAT-POC22,,clear_shrimp,HASP,,,,17,rostrum_to_tail,,,,clove,known,,,,,,,,,
2853,MAT-POC22,,clear_shrimp,HASP,,,,16,rostrum_to_tail,,,,clove,known,,,,,,,,,
2854,MAT-POC22,,clear_shrimp,HASP,,,,11,rostrum_to_tail,,,,clove,known,,,,,,,,,
2855,MAT-POC22,,clear_shrimp,HASP,,,,9,rostrum_to_tail,,,,clove,known,,,,,,,,,
2856,MAT-POC22,,clear_shrimp,FECH,,,,7,rostrum_to_tail,,,,clove,known,,Unknown Shrimp 790- 797,y,31-Oct,AP,ZSP,thicc_harp,667,gravid
